Video ID number,Main entry gloss label,Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,full video file
2337,CONFIDENT,5,5,S,S,ASL_2008_01_18_scene2-camera1.mov
2338,CONFIDENT,5,5,S,S,ASL_2008_05_12b_scene2-camera1.mov
2339,CONFIDENT,crvd-5,crvd-5,A,S,ASL_2008_08_06_scene2-camera1.mov
2340,CONFIDENTIAL,5,5,S,S,ASL_2010_08_10_Liz_additional_lexicon_signs_scene5-camera1.mov
2341,CONFIDENTIAL,crvd-5,crvd-5,S,S,ASL_2011_06_08_Brady_scene7-camera1.mov
2342,CONFIDENTIAL,crvd-5,crvd-5,S,S,ASL_2011_06_08_Brady_scene29-camera1.mov
2343,CONFLICT/INTERSECTION,1,1,1,1,ASL_2008_01_18_scene3-camera1.mov
2344,CONFLICT/INTERSECTION,1,1,1,1,ASL_2010_08_10_Liz_additional_lexicon_signs_scene18-camera1.mov
2345,CONFLICT/INTERSECTION,1,1,1,1,ASL_2008_05_12b_scene2-camera1.mov
2346,CONFLICT/INTERSECTION,1,1,1,1,ASL_2008_08_06_scene2-camera1.mov
2347,CONFLICT/INTERSECTION,1,1,1,1,ASL_2011_06_08_Brady_scene29-camera1.mov
2348,CONFLICT/INTERSECTION,1,1,1,1,ASL_2011_06_14_Brady_scene6-camera1.mov
2349,CONFLICT/INTERSECTION,1,1,1,1,ASL_2011_06_14_Brady_scene41-camera1.mov
2350,CONFLICT/INTERSECTION,1,1,1,1,ASL_2006_10_10_scene6-camera1.mov
2351,CONFLICT/INTERSECTION,1,1,1,1,ASL_2007_05_24_scene10-camera1.mov
430,CONFRONT,A,A,B-L,B-L,ASL_2008_08_06_scene3-camera1.mov
2352,CONFRONT,bent-B,crvd-flat-B,B-L,B-L,ASL_2008_01_18_scene3-camera1.mov
2353,CONFRONT,bent-B,B-L,B-L,B-L,ASL_2008_05_12b_scene3-camera1.mov
2354,CONFRONT,bent-B,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene29-camera1.mov
2355,CONFUSE,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_01_18_scene3-camera1.mov
2356,CONFUSE,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_05_12b_scene3-camera1.mov
2357,CONFUSE,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_08_06_scene3-camera1.mov
2358,CONGRATULATIONS,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_01_18_scene3-camera1.mov
2359,CONGRATULATIONS,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_05_12b_scene3-camera1.mov
2360,CONGRATULATIONS,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_08_06_scene3-camera1.mov
2361,CONGRATULATIONS,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_06_08_Brady_scene29-camera1.mov
2362,CONSTITUTION,C,B-L,C,B-L,ASL_2008_01_18_scene4-camera1.mov
2363,CONSTITUTION,C,B-L,C,B-L,ASL_2008_08_06_scene4-camera1.mov
2364,CONSTITUTION,C,B-L,C,B-L,ASL_2011_06_08_Brady_scene30-camera1.mov
2365,CONTACT,25,25,25,25,ASL_2008_01_18_scene4-camera1.mov
2366,CONTACT,25,25,25,25,ASL_2008_08_06_scene4-camera1.mov
2367,CONTACT,25,25,25,25,ASL_2008_05_12b_scene4-camera1.mov
2368,CONTACT,25,25,25,25,ASL_2011_06_08_Brady_scene30-camera1.mov
2369,CONTACT-LENSES,25,,25,,ASL_2008_01_18_scene4-camera1.mov
2370,CONTACT-LENSES,25,,25,,ASL_2008_05_12b_scene4-camera1.mov
2371,CONTACT-LENSES,25,,25,,ASL_2008_08_06_scene4-camera1.mov
2372,CONTACT-LENSES,25,,25,,ASL_2011_06_08_Brady_scene30-camera1.mov
207711,CONTINUE,10,10,10,10,ASL_2008_02_29_scene10-camera1.mov
2374,CONTINUE,10,10,10,10,ASL_2008_01_18_scene3-camera1.mov
2375,CONTINUE,10,10,10,10,ASL_2008_01_18_scene4-camera1.mov
2376,CONTINUE,10,10,10,10,ASL_2008_08_06_scene4-camera1.mov
2377,CONTINUE,10,10,10,10,ASL_2008_05_12b_scene3-camera1.mov
2378,CONTINUE,10,10,10,10,ASL_2008_05_12b_scene4-camera1.mov
2379,CONTINUE,10,10,10,10,ASL_2008_08_06_scene3-camera1.mov
2380,CONTINUE,10,10,10,10,ASL_2011_06_08_Brady_scene30-camera1.mov
2381,CONVINCE,B-L,B-L,B-L,B-L,ASL_2008_01_18_scene4-camera1.mov
2382,CONVINCE,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene30-camera1.mov
2383,CONVINCE,B,1,B,1,ASL_2008_02_15_scene40-camera1.mov
2384,CONVINCE,B-L,1,B-L,1,ASL_2008_05_12b_scene4-camera1.mov
2385,CONVINCE,B-L,1,B-L,1,ASL_2008_08_06_scene4-camera1.mov
2386,CONVINCE,B-L,1,B-L,1,ASL_2011_07_19_Brady_scene34-camera1.mov
2387,CONVINCE,B,1,B,1,ASL_2011_07_22_Brady_scene49-camera1.mov
207952,COOK/KITCHEN,B-L,B-L,B-L,B-L,ASL_2006_10_10_scene15-camera1.mov
207953,COOK/KITCHEN,B-L,B-L,B-L,B-L,ASL_2007_05_24_scene18-camera1.mov
2390,COOK/KITCHEN,B-L,B-L,B-L,B-L,ASL_2008_08_06_scene4-camera1.mov
2391,COOK/KITCHEN,B-L,B-L,B-L,B-L,ASL_2008_05_12b_scene4-camera1.mov
2392,COOK/KITCHEN,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene30-camera1.mov
39711,COOK/KITCHEN+AGENT,B-L,B-L,B-L,B-L,ASL_2008_01_11_scene73-camera1.mov
39712,COOK/KITCHEN+AGENT,B-L,B-L,B-L,B-L,ASL_2008_05_12a_scene44-camera1.mov
39713,COOK/KITCHEN+AGENT,B-L,B-L,B-L,B-L,ASL_2008_08_04_scene46-camera1.mov
39714,COOK/KITCHEN+AGENT,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene3-camera1.mov
39715,COOK/KITCHEN+BOX/ROOM,B-L,B-L,B-L,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene12-camera1.mov
39716,COOK/KITCHEN+BOX/ROOM,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene45-camera1.mov
2393,COOKIE,5-C,B-L,5-C,B-L,ASL_2008_01_18_scene5-camera1.mov
2395,COOKIE,5-C,B-L,5-C,B-L,ASL_2008_08_06_scene4-camera1.mov
207712,COOKIE,5-C,B-L,5-C,B-L,ASL_2011_06_08_Brady_scene30-camera1.mov
2396,COOKIE,5-C,B-L,5-C,B-L,ASL_2008_05_12b_scene4-camera1.mov
2397,COOKING,B-L,B-L,B-L,B-L,ASL_2006_10_10_scene6-camera1.mov
2398,COOKING,B-L,B-L,B-L,B-L,ASL_2007_05_24_scene10-camera1.mov
2399,COOL,B-L,B-L,B-L,B-L,ASL_2008_02_15_scene42-camera1.mov
2400,COOL,B-L,B-L,B-L,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene26-camera1.mov
2401,COOL,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene30-camera1.mov
2402,COOL,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene36-camera1.mov
2403,COOPERATE/UNITE,F,F,F,F,ASL_2008_01_18_scene5-camera1.mov
2404,COOPERATE/UNITE,F,F,F,F,ASL_2008_03_28_scene28-camera1.mov
2405,COOPERATE/UNITE,F,F,F,F,ASL_2008_05_12b_scene5-camera1.mov
2406,COOPERATE/UNITE,8,8,8,8,ASL_2008_08_06_scene5-camera1.mov
2407,COOPERATE/UNITE,8,8,8,8,ASL_2011_06_08_Brady_scene30-camera1.mov
2408,COOPERATE/UNITE,F,F,F,F,ASL_2011_07_22_Brady_scene16-camera1.mov
2409,COP,C,,C,,ASL_2008_02_15_scene44-camera1.mov
2410,COP,C,,C,,ASL_2011_06_08_Brady_scene15-camera1.mov
2411,COP,C,,C,,ASL_2011_06_08_Brady_scene26-camera1.mov
2412,COP,C,,C,,ASL_2011_07_19_Brady_scene37-camera1.mov
2413,COP,C,,C,,ASL_2006_10_10_scene21-camera1.mov
2415,COP,sml-C-3,,sml-C-3,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene8-camera1.mov
2416,COP,sml-C-3,,sml-C-3,,ASL_2008_08_04_scene19-camera1.mov
207871,COP,sml-C-3,,sml-C-3,,ASL_2008_08_06_scene15-camera1.mov
207872,COP,sml-C-3,,sml-C-3,,ASL_2011_07_22_Brady_scene38-camera1.mov
2417,COP,sml-C-3,,sml-C-3,,ASL_2008_01_11_scene29-camera1.mov
2419,COP,sml-C-3,,sml-C-3,,ASL_2007_05_24_scene23-camera1.mov
39719,COP+RESEARCH,C,,1,B-L,ASL_2008_05_12b_scene15-camera1.mov
39720,COP+RESEARCH,C,,1,B-L,ASL_2011_06_14_Brady_scene4-camera1.mov
207713,COPY,crvd-sprd-B,B-L,flat-O,B-L,ASL_2008_08_06_scene5-camera1.mov
207714,COPY,crvd-sprd-B,B-L,flat-O,B-L,ASL_2006_10_10_scene6-camera1.mov
2422,COPY,crvd-sprd-B,B-L,flat-O,B-L,ASL_2008_01_18_scene5-camera1.mov
2423,COPY,crvd-sprd-B,B-L,flat-O,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene12-camera1.mov
2424,COPY,crvd-sprd-B,B-L,flat-O,B-L,ASL_2008_05_12b_scene5-camera1.mov
2425,COPY,crvd-sprd-B,B-L,flat-O,B-L,ASL_2011_06_08_Brady_scene30-camera1.mov
2426,COPY,crvd-sprd-B,B-L,flat-O,B-L,ASL_2011_06_08_Brady_scene30-camera1.mov
2427,COPY,crvd-sprd-B,B-L,flat-O,B-L,ASL_2007_05_24_scene10-camera1.mov
2433,COPY,crvd-sprd-B,B-L,flat-O,B-L,ASL_2008_01_18_scene5-camera1.mov
2435,COPY,crvd-sprd-B,B-L,flat-O,B-L,ASL_2008_08_06_scene5-camera1.mov
207715,COPY,crvd-sprd-B,B-L,flat-O,B-L,ASL_2011_06_08_Brady_scene30-camera1.mov
2436,COPY,crvd-sprd-B,B-L,flat-O,B-L,ASL_2008_05_12b_scene5-camera1.mov
2428,COPY-DOWN,5,B-L,flat-O,B-L,ASL_2008_01_18_scene5-camera1.mov
2429,COPY-DOWN,5,B-L,flat-O,B-L,ASL_2008_08_06_scene5-camera1.mov
2430,COPY-DOWN,5,B-L,flat-O,B-L,ASL_2011_06_08_Brady_scene30-camera1.mov
2431,COPY-DOWN,5,B-L,flat-O,B-L,ASL_2011_06_14_Brady_scene19-camera1.mov
2432,COPY-DOWN,5,5,flat-O,5,ASL_2011_07_22_Brady_scene41-camera1.mov
2437,CORN,1,,1,,ASL_2008_05_12b_scene5-camera1.mov
2438,CORN,bent-1,,bent-1,,ASL_2008_08_06_scene5-camera1.mov
2439,CORN,bent-1,,bent-1,,ASL_2011_06_08_Brady_scene30-camera1.mov
2440,CORN,1,,1,,ASL_2008_01_18_scene5-camera1.mov
2441,CORN_3,S,S,S,S,ASL_2008_01_18_scene5-camera1.mov
2442,CORN_3,S,S,S,S,ASL_2008_08_06_scene5-camera1.mov
554,CORN_4,L-X,L-X,A,A,ASL_2008_05_12b_scene5-camera1.mov
2443,CORN_4,crvd-sprd-B,crvd-sprd-B,crvd-sprd-B,crvd-sprd-B,ASL_2011_06_08_Brady_scene30-camera1.mov
122,CORNER,1,1,1,1,ASL_2008_01_18_scene5-camera1.mov
123,CORNER,1,1,1,1,ASL_2008_08_06_scene5-camera1.mov
124,CORNER,1,1,1,1,ASL_2011_06_08_Brady_scene30-camera1.mov
2444,CORNER,B-L,B-L,B-L,B-L,ASL_2008_01_18_scene5-camera1.mov
2445,CORNER,B-xd,B-xd,B-xd,B-xd,ASL_2008_05_12b_scene5-camera1.mov
2446,CORNER,B-L,B-L,B-L,B-L,ASL_2008_08_06_scene5-camera1.mov
2447,CORNER,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene30-camera1.mov
2448,CORRECT,1,1,1,1,ASL_2008_02_29_scene15-camera1.mov
2449,CORRECT,1,1,1,1,ASL_2011_07_19_Brady_scene60-camera1.mov
2450,CORRECT,1,1,1,1,ASL_2006_10_10_scene24-camera1.mov
2451,CORRECT,1,1,1,1,ASL_2007_05_24_scene26-camera1.mov
2452,CORRESPOND,S,S,1,1,ASL_2008_01_18_scene6-camera1.mov
2453,CORRESPOND,cocked-S,cocked-S,1,1,ASL_2008_08_06_scene5-camera1.mov
2454,CORRESPOND,S,S,1,1,ASL_2011_06_08_Brady_scene30-camera1.mov
2455,COUCH,crvd-U,U,crvd-U,U,ASL_2010_08_10_Liz_additional_lexicon_signs_scene24-camera1.mov
2689,"DCL:crvd-V\couch shaped object\""""",crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_02_29_scene38-camera1.mov
2690,"DCL:crvd-V\couch shaped object\""""",crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_07_19_Brady_scene90-camera1.mov
2692,"DCL:crvd-V\couch shaped object\""""",crvd-U,crvd-U,crvd-U,crvd-U,ASL_2008_05_12b_scene6-camera1.mov
2693,"DCL:crvd-V\couch shaped object\""""",crvd-U,crvd-U,crvd-U,crvd-U,ASL_2011_06_08_Brady_scene30-camera1.mov
2694,"DCL:crvd-V\couch shaped object\""""",crvd-V,crvd-V,crvd-V,crvd-V,ASL_2008_02_29_scene37-camera1.mov
2695,"DCL:crvd-V\couch shaped object\""""",crvd-V,crvd-V,crvd-V,crvd-V,ASL_2011_06_08_Brady_scene19-camera1.mov
2696,"DCL:crvd-V\couch shaped object\""""",crvd-V,crvd-V,crvd-V,crvd-V,ASL_2011_07_19_Brady_scene90-camera1.mov
40901,"SIT+DCL:crvd-B\couch shaped object\""""",U,U,crvd-B,crvd-B,ASL_2008_01_18_scene6-camera1.mov
40902,"SIT+DCL:crvd-B\couch shaped object\""""",crvd-U,U-L,crvd-B,crvd-B,ASL_2008_08_06_scene6-camera1.mov
2456,COUGH,S,,S,,ASL_2008_01_18_scene6-camera1.mov
2457,COUGH,S,,S,,ASL_2008_05_12b_scene6-camera1.mov
2458,COUGH,S,,S,,ASL_2008_08_06_scene6-camera1.mov
2459,COUGH,S,,S,,ASL_2011_06_08_Brady_scene30-camera1.mov
2460,COUGH,S,,S,,ASL_2006_10_10_scene6-camera1.mov
2461,COUGH,S,,S,,ASL_2007_05_24_scene10-camera1.mov
2462,COUGH_2,crvd-B,,crvd-B,,ASL_2008_01_18_scene6-camera1.mov
2463,COUGH_2,crvd-B,,crvd-B,,ASL_2008_08_06_scene6-camera1.mov
2464,COUNT,F,B-L,F,B-L,ASL_2008_01_11_scene6-camera1.mov
2465,COUNT,F,B-L,F,B-L,ASL_2008_08_04_scene4-camera1.mov
2466,COUNT,cocked-F,B-L,cocked-F,B-L,ASL_2008_08_06_scene6-camera1.mov
2467,COUNT,F,B-L,F,B-L,ASL_2008_05_12b_scene6-camera1.mov
2468,COUNT,F,B-L,F,B-L,ASL_2008_05_12a_scene6-camera1.mov
2469,COUNT,F,B-L,F,B-L,ASL_2008_01_18_scene6-camera1.mov
735,COUNTRY,Y,A,Y,A,ASL_2008_01_18_scene6-camera1.mov
736,COUNTRY,Y,psv,Y,psv,ASL_2008_08_06_scene6-camera1.mov
2470,COUNTRY,B-L,S,B-L,S,ASL_2008_01_18_scene6-camera1.mov
2471,COUNTRY,B-L,S,B-L,S,ASL_2008_05_12b_scene6-camera1.mov
2472,COUNTRY,B-L,psv,B-L,psv,ASL_2008_08_06_scene6-camera1.mov
2473,COUNTRY,B-L,psv,B-L,psv,ASL_2008_08_06_scene47-camera1.mov
2474,COUNTRY,B-L,S,B-L,S,ASL_2011_06_08_Brady_scene30-camera1.mov
2475,COUNTRY,B-L,psv,B-L,psv,ASL_2011_06_14_Brady_scene21-camera1.mov
2476,COUNTRY,B-L,B-L,B-L,B-L,ASL_2008_01_18_scene47-camera1.mov
2477,COURSE,C,B-L,C,B-L,ASL_2008_01_18_scene6-camera1.mov
2478,COURSE,C,B-L,C,B-L,ASL_2008_05_12b_scene6-camera1.mov
2479,COURSE,C,B-L,C,B-L,ASL_2008_08_06_scene6-camera1.mov
2480,COURSE,C,B-L,C,B-L,ASL_2011_06_08_Brady_scene30-camera1.mov
2481,COURSE,C,B-L,C,B-L,ASL_2006_10_10_scene6-camera1.mov
2482,COURT,F,F,F,F,ASL_2008_01_18_scene7-camera1.mov
2483,COURT,F,F,F,F,ASL_2008_02_01_scene38-camera1.mov
2484,COURT,F,F,F,F,ASL_2008_05_12b_scene6-camera1.mov
2485,COURT,F,F,F,F,ASL_2008_08_06_scene6-camera1.mov
2486,COURT,F,F,F,F,ASL_2008_08_13_scene32-camera1.mov
2487,COURT,F,F,F,F,ASL_2011_06_08_Brady_scene30-camera1.mov
2488,COURT,F,F,F,F,ASL_2011_06_14_Brady_scene43-camera1.mov
2489,COURT,F,F,F,F,ASL_2006_10_10_scene6-camera1.mov
2490,COURT,F,F,F,F,ASL_2007_05_24_scene10-camera1.mov
39741,COURT+AGENT,F,F,B-L,B-L,ASL_2008_02_01_scene38-camera1.mov
39742,COURT+AGENT,F,F,B-L,B-L,ASL_2008_08_13_scene31-camera1.mov
39743,COURT+AGENT,F,F,B-L,B-L,ASL_2011_06_14_Brady_scene43-camera1.mov
39744,COURT+BOX/ROOM,F,F,B-L,B-L,ASL_2008_05_12b_scene7-camera1.mov
39745,COURT+HOUSE,F,F,B-L,B-L,ASL_2008_01_18_scene7-camera1.mov
39746,COURT+HOUSE,F,F,B-L,B-L,ASL_2008_08_06_scene7-camera1.mov
39747,COURT+HOUSE,F,F,B,B,ASL_2011_06_14_Brady_scene3-camera1.mov
2491,COUSIN,C,,C,,ASL_2008_01_18_scene7-camera1.mov
2492,COUSIN,C,,C,,ASL_2008_08_06_scene7-camera1.mov
2493,COUSIN,crvd-B,,crvd-B,,ASL_2011_06_08_Brady_scene31-camera1.mov
2494,COUSIN,C,,C,,ASL_2011_06_08_Brady_scene31-camera1.mov
2495,COUSIN,C,,C,,ASL_2007_05_24_scene10-camera1.mov
2496,COVER,B-L,flat-B,B-L,flat-B,ASL_2008_01_18_scene7-camera1.mov
2497,COVER,B-L,B,B-L,B,ASL_2008_03_28_scene45-camera1.mov
2498,COVER,B-L,B,B-L,B,ASL_2008_05_12b_scene7-camera1.mov
2499,COVER,B-L,B,B-L,B,ASL_2008_08_06_scene7-camera1.mov
2500,COVER,crvd-flat-B,crvd-flat-B,crvd-flat-B,crvd-flat-B,ASL_2011_06_08_Brady_scene31-camera1.mov
166,COW,Y,,Y,,ASL_2011_06_08_Brady_scene31-camera1.mov
167,COW,Y,,Y,,ASL_2006_10_10_scene6-camera1.mov
168,COW,Y,,Y,,ASL_2007_05_24_scene10-camera1.mov
2501,COW,Y,Y,Y,Y,ASL_2008_01_18_scene7-camera1.mov
2502,COW,Y,Y,Y,Y,ASL_2008_05_12b_scene7-camera1.mov
2503,COW,Y,Y,Y,Y,ASL_2008_08_06_scene7-camera1.mov
5517,LOBSTER,V,V,U,U,ASL_2008_02_01_scene51-camera1.mov
5518,LOBSTER,V,V,U,U,ASL_2008_06_10_scene3-camera1.mov
5519,LOBSTER,V,V,U,U,ASL_2008_08_13_session2_scene6-camera1.mov
5520,LOBSTER,V,V,U,U,ASL_2011_06_14_Brady_scene50-camera1.mov
2504,CRACK,B-L,B-L,B-L,B-L,ASL_2008_01_18_scene7-camera1.mov
2505,CRACK,B,B-L,B,B-L,ASL_2008_05_12b_scene7-camera1.mov
2506,CRACK,B-L,B-L,B-L,B-L,ASL_2008_08_06_scene7-camera1.mov
2507,CRACK,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene31-camera1.mov
207720,CRACKER/PASSOVER,A,A,A,A,ASL_2008_08_06_scene7-camera1.mov
2509,CRACKER/PASSOVER,A,S,A,S,ASL_2008_01_18_scene7-camera1.mov
2510,CRACKER/PASSOVER,A,S,A,S,ASL_2008_05_12b_scene7-camera1.mov
2511,CRACKER/PASSOVER,A,A,A,A,ASL_2011_06_08_Brady_scene31-camera1.mov
395,CRASH,5,B-L,S,B-L,ASL_2008_01_18_scene8-camera1.mov
396,CRASH,5,B-L,A,B-L,ASL_2008_05_12b_scene7-camera1.mov
397,CRASH,5,5,A,5,ASL_2008_08_06_scene7-camera1.mov
398,CRASH,5,5,S,5,ASL_2011_06_08_Brady_scene31-camera1.mov
2513,CRAWL,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_01_18_scene8-camera1.mov
2514,CRAWL,5,5,crvd-5,crvd-5,ASL_2008_05_12b_scene8-camera1.mov
207958,CRAWL,5,crvd-5,crvd-5,crvd-5,ASL_2008_08_06_scene8-camera1.mov
399,CRAZY,5,,5,,ASL_2007_05_24_scene10-camera1.mov
2515,CRAZY,1,,1,,ASL_2008_01_18_scene8-camera1.mov
2516,CRAZY,1,,1,,ASL_2008_05_12b_scene8-camera1.mov
2517,CRAZY,1,,1,,ASL_2008_08_06_scene8-camera1.mov
2518,CRAZY,1,,1,,ASL_2011_06_08_Brady_scene31-camera1.mov
2519,CRAZY,1,,1,,ASL_2006_10_10_scene6-camera1.mov
2520,CREAM,B-L,B-L,10,B-L,ASL_2008_01_18_scene8-camera1.mov
2521,CREAM,crvd-5,B-L,10,B-L,ASL_2008_05_12b_scene8-camera1.mov
2522,CREAM,crvd-5,B-L,A,B-L,ASL_2008_08_06_scene8-camera1.mov
2523,CREAM,5,B-L,S,B-L,ASL_2011_06_08_Brady_scene31-camera1.mov
282,CREATE/PRETEND,4,4,4,4,ASL_2008_05_29b_scene8-camera1.mov
2524,CREATE/PRETEND,4,,4,,ASL_2008_02_01_scene34-camera1.mov
2525,CREATE/PRETEND,4,,4,,ASL_2008_02_15_scene47-camera1.mov
2526,CREATE/PRETEND,4,,4,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene28-camera1.mov
2527,CREATE/PRETEND,4,,4,,ASL_2008_08_13_scene28-camera1.mov
2528,CREDIT-CARD,A,B-L,A,B-L,ASL_2008_01_18_scene8-camera1.mov
2529,CREDIT-CARD,S,B-L,S,B-L,ASL_2008_05_12b_scene8-camera1.mov
2530,CREDIT-CARD,A,B-L,A,B-L,ASL_2008_08_06_scene8-camera1.mov
2531,CREDIT-CARD,S,B-L,S,B-L,ASL_2011_06_08_Brady_scene31-camera1.mov
2532,CRIPPLE,bent-1,bent-1,bent-1,bent-1,ASL_2008_01_18_scene9-camera1.mov
2533,CRIPPLE,bent-1,bent-1,bent-1,bent-1,ASL_2011_06_08_Brady_scene31-camera1.mov
2534,CRIPPLE,bent-1,bent-1,bent-1,bent-1,ASL_2008_05_12b_scene8-camera1.mov
2535,CRIPPLE,bent-1,bent-1,bent-1,bent-1,ASL_2008_08_06_scene8-camera1.mov
2536,CROSS,C,,C,,ASL_2008_01_18_scene9-camera1.mov
2537,CROSS,C,,C,,ASL_2008_08_06_scene9-camera1.mov
2538,CROSS,tight-C,,tight-C,,ASL_2011_06_08_Brady_scene31-camera1.mov
2539,CROSS-MY-HEART,1,B-L,bent-1,B-L,ASL_2008_02_15_scene50-camera1.mov
2540,CROSS-MY-HEART,1,B-L,1,B-L,ASL_2011_07_19_Brady_scene44-camera1.mov
2541,CROWDED,5,5,5,5,ASL_2008_05_12b_scene9-camera1.mov
2542,CROWDED,5,5,5,5,ASL_2011_06_08_Brady_scene31-camera1.mov
2543,CROWN,crvd-L,crvd-L,crvd-L,crvd-L,ASL_2008_01_18_scene9-camera1.mov
2544,CROWN,L-X,L-X,L-X,L-X,ASL_2008_08_06_scene9-camera1.mov
2545,CROWN,crvd-L,crvd-L,crvd-L,crvd-L,ASL_2011_06_08_Brady_scene31-camera1.mov
2546,CROWN,crvd-L,crvd-L,crvd-L,crvd-L,ASL_2011_06_14_Brady_scene3-camera1.mov
39749,"CROWN+DCL:4\coronet\""""",crvd-L,crvd-L,4,crvd-L,ASL_2008_05_12b_scene9-camera1.mov
2547,CRUEL,crvd-sprd-B,crvd-sprd-B,S,S,ASL_2008_02_01_scene18-camera1.mov
2548,CRUEL,crvd-5,crvd-5,10,10,ASL_2008_05_29a_scene46-camera1.mov
2549,CRUEL,5,5,A,A,ASL_2008_08_13_scene14-camera1.mov
2550,CRUEL,5,5,A,10,ASL_2011_06_14_Brady_scene32-camera1.mov
2551,CRUEL,crvd-5,crvd-5,10,10,ASL_2006_10_10_scene6-camera1.mov
2552,CRUEL,5,5,10,10,ASL_2007_05_24_scene10-camera1.mov
2553,CRUSH,5,5,S,S,ASL_2008_01_18_scene9-camera1.mov
2554,CRUSH,5,5,A,A,ASL_2008_01_18_scene9-camera1.mov
2555,CRUSH,crvd-5,crvd-5,S,S,ASL_2008_05_12b_scene9-camera1.mov
2556,CRUSH,crvd-5,crvd-5,A,A,ASL_2008_08_06_scene9-camera1.mov
2557,CRUSH,crvd-5,crvd-5,A,A,ASL_2011_06_08_Brady_scene31-camera1.mov
207721,CRY,1,1,X,X,ASL_2008_08_06_scene9-camera1.mov
284,CRY,1,1,X,X,ASL_2008_01_18_scene9-camera1.mov
542,CRY,L,L,L-X,L-X,ASL_2008_08_06_scene9-camera1.mov
543,CRY,L,L,10,10,ASL_2008_05_12b_scene9-camera1.mov
2558,CRY,1,1,X,X,ASL_2008_01_18_scene9-camera1.mov
2559,CRY,1,1,X,X,ASL_2011_06_08_Brady_scene31-camera1.mov
2560,CUBED,3,,3,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene19-camera1.mov
2561,CUBED,3,,3,,ASL_2011_06_08_Brady_scene31-camera1.mov
2562,CULTURE,C,1,C,1,ASL_2008_01_18_scene10-camera1.mov
2563,CULTURE,C,1,C,1,ASL_2008_05_12b_scene10-camera1.mov
2564,CULTURE,C,1,C,1,ASL_2008_08_06_scene10-camera1.mov
2565,CULTURE,C,1,C,1,ASL_2011_06_08_Brady_scene31-camera1.mov
2566,CUP,C,B-L,C,B-L,ASL_2006_10_10_scene6-camera1.mov
2567,CUP,C,B-L,C,B-L,ASL_2007_05_24_scene10-camera1.mov
2571,CURIOUS,F,,F,,ASL_2008_01_18_scene10-camera1.mov
2572,CURIOUS,F,,F,,ASL_2008_05_12b_scene10-camera1.mov
2573,CURIOUS,F,,F,,ASL_2008_08_06_scene10-camera1.mov
2574,CURIOUS,F,,F,,ASL_2011_06_08_Brady_scene31-camera1.mov
2575,CURLY,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_01_18_scene10-camera1.mov
2576,CURLY,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_05_12b_scene10-camera1.mov
2577,CURLY,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_08_Brady_scene31-camera1.mov
2578,CURLY,5-C,5-C,5-C,5-C,ASL_2008_08_06_scene10-camera1.mov
2579,CURRICULUM,C,B-L,bent-M,B-L,ASL_2008_08_06_scene10-camera1.mov
2580,CURRICULUM,C,B-L,bent-M,B-L,ASL_2008_01_18_scene10-camera1.mov
2581,CURRICULUM,C,B-L,full-M,B-L,ASL_2008_05_12b_scene10-camera1.mov
529,CURSE,horns,1,horns,1,ASL_2008_01_18_scene13-camera1.mov
530,CURSE,horns,1,horns,1,ASL_2008_08_06_scene13-camera1.mov
207694,CURSE,Y,1,Y,1,ASL_2011_06_08_Brady_scene31-camera1.mov
2583,CURSE,Y,1,Y,1,ASL_2008_08_06_scene10-camera1.mov
2584,CURTAIN,4,4,4,4,ASL_2008_01_18_scene10-camera1.mov
2585,CURTAIN,4,4,4,4,ASL_2008_05_12b_scene10-camera1.mov
2586,CURTAIN,4,4,4,4,ASL_2011_06_08_Brady_scene32-camera1.mov
